User ID,First Name,Last Name,Employment,Gender,Birthday,Time In,Time Out,Extension Duration
2214.0,Tiffany,Nelson,AdU,M,1999-01-18,2023-10-04 12:10:25,2023-10-04 17:10:25,90.0
2660.0,Shawna,Hernandez,OTHER,F,2005-11-04,2023-10-04 11:31:49,2023-10-04 15:31:49,180.0
2296.0,Duane,Lucero,software engineer,F,1979-12-24,2023-10-03 18:24:10,2023-10-03 22:24:10,60.0
3649.0,Anita,Waters,OTHER,F,2007-06-02,2023-10-04 03:45:02,2023-10-04 06:45:02,30.0
1501.0,Jill,Frank,lawyer,F,1981-07-29,2023-10-04 08:36:20,2023-10-04 11:36:20,180.0
5204.0,Bradley,Morrison,TIP,F,2000-12-05,2023-10-04 08:42:58,2023-10-04 12:42:58,60.0
9240.0,Zachary,Kramer,teacher,F,1974-11-03,2023-10-04 04:05:13,2023-10-04 05:05:13,60.0
5029.0,Mason,Jackson,influencer,F,1983-07-27,2023-10-04 09:09:00,2023-10-04 10:09:00,30.0
2637.0,Jimmy,May,AdU,F,2005-03-07,2023-10-04 03:01:13,2023-10-04 06:01:13,150.0
5509.0,Bianca,Owens,UST,M,2001-09-25,2023-10-03 22:33:10,2023-10-04 00:33:10,60.0
5415.0,Stephanie,Pitts,FEU,M,2005-05-02,2023-10-03 19:49:26,2023-10-03 23:49:26,180.0
,,,lawyer,M,1973-07-19,2023-10-04 00:23:06,2023-10-04 02:23:06,
7481.0,Stacy,Boyd,UST,F,2006-10-01,2023-10-03 22:27:40,2023-10-03 23:57:40,30.0
4055.0,Jonathan,Blake,teacher,M,1973-09-22,2023-10-04 10:47:02,2023-10-04 12:47:02,60.0
6797.0,Darren,Lewis,OTHER,F,2002-06-13,2023-10-04 15:15:31,2023-10-04 16:45:31,60.0
8333.0,Brittany,Reeves,UST,M,2005-12-03,2023-10-04 14:43:11,2023-10-04 17:43:11,30.0
1743.0,April,Webb,UST,F,2005-02-17,2023-10-04 14:44:53,2023-10-04 17:44:53,30.0
3627.0,Mario,Daniel,lawyer,F,1988-06-25,2023-10-04 09:23:34,2023-10-04 14:23:34,210.0
2867.0,David,Turner,BPO,M,1979-02-16,2023-10-04 11:00:43,2023-10-04 15:00:43,90.0
4853.0,Christopher,Jones,OTHER,F,2004-02-22,2023-10-04 12:19:00,2023-10-04 16:19:00,150.0
6927.0,Jessica,Hicks,lawyer,F,1975-12-21,2023-10-04 03:28:19,2023-10-04 06:28:19,30.0
3380.0,Carrie,Johnson,OTHER,F,2001-03-02,2023-10-03 16:10:53,2023-10-03 17:40:53,30.0
6719.0,Paula,Hughes,UST,F,2008-08-25,2023-10-04 13:06:21,2023-10-04 15:06:21,30.0
3761.0,Gregory,Williams,TIP,M,2003-12-06,2023-10-04 12:00:25,2023-10-04 15:00:25,90.0
1549.0,Christopher,Ross,AdU,F,2006-01-30,2023-10-03 16:25:46,2023-10-03 20:25:46,30.0
1085.0,Todd,Frey,FEU,M,2006-04-30,2023-10-03 22:55:35,2023-10-04 02:55:35,30.0
2908.0,David,Nichols,FEU,F,2003-05-06,2023-10-04 05:25:29,2023-10-04 06:25:29,30.0
4231.0,Michele,Duffy,AdU,F,2000-04-18,2023-10-04 00:55:10,2023-10-04 02:55:10,90.0
5554.0,Matthew,Adams,UST,M,2007-08-15,2023-10-04 01:01:46,2023-10-04 03:01:46,30.0
9748.0,Alexandra,Ferguson,OTHER,M,2003-05-14,2023-10-03 18:21:41,2023-10-03 20:21:41,30.0
2743.0,Michael,Huber,management,F,1978-11-17,2023-10-04 05:08:16,2023-10-04 11:08:16,30.0
9395.0,James,Morris,OTHER,F,2003-04-17,2023-10-03 22:45:56,2023-10-04 01:45:56,60.0
2358.0,Natasha,Jackson,lawyer,F,1994-05-18,2023-10-04 08:56:51,2023-10-04 11:56:51,30.0
7912.0,Jack,Thompson,teacher,F,1992-04-01,2023-10-04 12:18:51,2023-10-04 13:48:51,90.0
4637.0,Gregory,Griffin,BPO,F,1995-07-09,2023-10-04 05:25:14,2023-10-04 06:55:14,30.0
1318.0,Anna,Smith,AdU,M,2006-09-19,2023-10-03 23:25:58,2023-10-04 00:25:58,30.0
1959.0,Brian,Baker,management,M,1991-11-08,2023-10-03 18:38:13,2023-10-03 19:38:13,30.0
3792.0,Jessica,Bailey,UST,M,2007-10-08,2023-10-03 23:17:46,2023-10-04 01:17:46,60.0
7875.0,Zoe,Wagner,software engineer,F,1977-02-03,2023-10-04 08:53:17,2023-10-04 12:53:17,30.0
2159.0,Laura,Schmitt,teacher,F,1986-04-11,2023-10-03 20:38:55,2023-10-04 02:38:55,30.0
2969.0,Luis,Rivera,FEU,M,2004-10-16,2023-10-03 16:41:18,2023-10-03 21:41:18,150.0
8218.0,Christopher,Jordan,OTHER,F,1999-06-29,2023-10-03 22:01:41,2023-10-04 00:01:41,30.0
,,,software engineer,M,1975-09-02,2023-10-04 03:19:37,2023-10-04 04:19:37,
4738.0,Brooke,Le,FEU,F,2002-01-08,2023-10-04 13:58:23,2023-10-04 15:58:23,30.0
7693.0,Danielle,Walker,OTHER,M,1999-10-05,2023-10-04 07:56:55,2023-10-04 08:56:55,30.0
6516.0,Linda,Clarke,OTHER,F,2007-06-17,2023-10-04 09:27:51,2023-10-04 11:27:51,60.0
8354.0,Diana,Leach,teacher,M,1994-12-17,2023-10-03 17:36:02,2023-10-03 22:36:02,180.0
6510.0,Melissa,Pham,BPO,F,1997-10-26,2023-10-03 22:40:47,2023-10-04 00:10:47,90.0
7237.0,Jonathan,Davis,lawyer,F,1984-02-16,2023-10-03 21:13:44,2023-10-04 01:13:44,60.0
5846.0,Jonathan,Johnson,BPO,M,1981-10-30,2023-10-03 18:36:44,2023-10-03 22:36:44,30.0
6000.0,Kathryn,Martin,lawyer,F,1978-10-22,2023-10-03 17:36:13,2023-10-03 19:06:13,30.0
3349.0,Pamela,Perry,UST,M,2007-11-08,2023-10-04 13:39:35,2023-10-04 14:39:35,30.0
6921.0,Donald,Snyder,BPO,F,1996-06-27,2023-10-04 04:20:16,2023-10-04 05:20:16,30.0
4314.0,Adam,Hill,BPO,M,1983-01-03,2023-10-03 15:50:21,2023-10-03 19:50:21,210.0
3038.0,Karen,Leonard,management,F,1991-03-09,2023-10-04 03:13:45,2023-10-04 05:13:45,90.0
9447.0,Amanda,Bates,UST,F,2008-09-24,2023-10-04 04:13:05,2023-10-04 10:13:05,30.0
8836.0,Karl,Allen,UST,M,2006-11-20,2023-10-04 07:02:26,2023-10-04 11:02:26,30.0
3219.0,Kristopher,Medina,BPO,M,1983-04-03,2023-10-03 23:18:12,2023-10-04 01:18:12,30.0
7258.0,Mark,Randolph,UST,F,2007-05-19,2023-10-04 14:27:42,2023-10-04 17:27:42,120.0
9888.0,Isabel,Hughes,nurse,M,1992-05-09,2023-10-04 10:45:28,2023-10-04 12:45:28,30.0
6991.0,Ryan,Harper,lawyer,M,1989-11-03,2023-10-04 04:32:01,2023-10-04 08:32:01,150.0
5940.0,Steve,Beck,UST,M,2001-12-12,2023-10-03 19:19:07,2023-10-04 00:19:07,60.0
6684.0,Gabriella,Rodriguez,influencer,F,1998-04-01,2023-10-04 05:31:52,2023-10-04 07:01:52,30.0
2021.0,Tommy,Glenn,UST,M,2004-09-08,2023-10-04 10:10:18,2023-10-04 14:10:18,60.0
5543.0,James,Villegas,BPO,F,1992-05-04,2023-10-03 23:40:33,2023-10-04 02:40:33,150.0
8024.0,Mark,Riley,BPO,F,1987-04-11,2023-10-04 09:27:23,2023-10-04 11:27:23,60.0
1320.0,Valerie,Thomas,OTHER,F,1999-07-10,2023-10-04 10:00:19,2023-10-04 12:00:19,30.0
5805.0,Emily,Ramos,doctor,F,1998-08-14,2023-10-04 07:25:47,2023-10-04 11:25:47,30.0
1369.0,Daniel,Ramos,BPO,F,1974-09-05,2023-10-04 00:05:56,2023-10-04 03:05:56,30.0
6760.0,Julia,Alvarez,influencer,F,1985-03-27,2023-10-04 12:48:15,2023-10-04 16:48:15,90.0
5922.0,Jason,Massey,UST,F,2007-10-07,2023-10-04 04:31:20,2023-10-04 08:31:20,120.0
1555.0,Amy,Wilson,BPO,M,1973-04-23,2023-10-04 04:08:17,2023-10-04 10:08:17,30.0
8816.0,Kathleen,Moore,OTHER,F,2000-08-09,2023-10-03 22:04:45,2023-10-04 00:04:45,30.0
5421.0,Russell,Gallagher,UST,M,2006-03-20,2023-10-04 02:00:34,2023-10-04 03:00:34,30.0
2639.0,Lisa,Thompson,FEU,M,2001-02-24,2023-10-04 06:49:05,2023-10-04 08:19:05,30.0
9540.0,Robert,Ferguson,influencer,M,1973-08-23,2023-10-04 08:11:23,2023-10-04 10:11:23,30.0
8400.0,Jordan,Schmidt,UST,F,2007-07-12,2023-10-03 17:26:13,2023-10-03 20:26:13,90.0
9813.0,Hayley,Wyatt,nurse,M,1979-04-29,2023-10-03 17:21:13,2023-10-03 21:21:13,30.0
7911.0,Juan,White,OTHER,F,2006-05-05,2023-10-04 14:08:23,2023-10-04 20:08:23,30.0
3679.0,Steven,Wheeler,UST,F,2003-07-14,2023-10-03 23:17:10,2023-10-04 00:47:10,90.0
2160.0,Anthony,Campbell,AdU,F,2004-06-17,2023-10-04 04:01:18,2023-10-04 09:01:18,150.0
5938.0,Richard,Daniel,UST,M,2002-05-23,2023-10-04 01:53:59,2023-10-04 03:23:59,60.0
9972.0,Sabrina,Green,BPO,M,1990-04-05,2023-10-04 09:23:58,2023-10-04 12:23:58,90.0
6594.0,Sharon,Fitzgerald,AdU,M,2006-03-11,2023-10-03 16:50:03,2023-10-03 21:50:03,30.0
4360.0,Kimberly,Carey,OTHER,F,2006-05-13,2023-10-04 03:28:32,2023-10-04 06:28:32,90.0
9201.0,Devon,Glover,doctor,F,1975-10-16,2023-10-04 06:10:37,2023-10-04 09:10:37,30.0
5565.0,Melissa,West,UST,M,2001-02-07,2023-10-04 00:05:06,2023-10-04 03:05:06,180.0
5009.0,Lauren,Mccoy,BPO,F,1997-10-24,2023-10-04 04:39:24,2023-10-04 08:39:24,60.0
4859.0,Matthew,Perez,AdU,F,2001-01-25,2023-10-04 03:23:24,2023-10-04 04:23:24,30.0
1528.0,Diana,Reid,OTHER,F,2007-02-25,2023-10-04 03:28:27,2023-10-04 06:28:27,30.0
9304.0,Marissa,Cox,OTHER,F,2007-07-07,2023-10-03 18:46:02,2023-10-03 23:46:02,30.0
8033.0,Rebecca,Saunders,lawyer,F,1981-06-02,2023-10-04 06:15:34,2023-10-04 10:15:34,60.0
,,,UST,M,1999-09-08,2023-10-04 07:25:36,2023-10-04 08:55:36,
9119.0,Ashley,Mcdaniel,FEU,M,2002-07-26,2023-10-04 08:30:27,2023-10-04 12:30:27,30.0
4163.0,Valerie,Young,OTHER,M,2002-03-23,2023-10-04 01:07:53,2023-10-04 05:07:53,120.0
3795.0,Stephen,Hanson,BPO,F,1991-08-16,2023-10-04 14:40:36,2023-10-04 16:40:36,30.0
3867.0,Teresa,Whitaker,AdU,M,2006-06-16,2023-10-04 05:37:21,2023-10-04 10:37:21,60.0
,,,UST,F,2006-03-23,2023-10-04 00:02:23,2023-10-04 02:02:23,
5017.0,Audrey,Harmon,OTHER,F,2000-03-31,2023-10-04 01:23:06,2023-10-04 05:23:06,150.0
4148.0,Richard,Baldwin,teacher,F,1983-01-17,2023-10-04 07:05:55,2023-10-04 11:05:55,60.0
4478.0,Gregory,Stevenson,software engineer,M,1975-06-15,2023-10-04 06:35:48,2023-10-04 08:05:48,30.0
8534.0,Wesley,Sanchez,software engineer,M,1991-09-20,2023-10-04 09:50:09,2023-10-04 13:50:09,30.0
9112.0,Shannon,Murphy,UST,F,1999-10-17,2023-10-04 05:42:34,2023-10-04 11:42:34,330.0
7204.0,Adrian,Krause,UST,F,2002-09-22,2023-10-03 22:21:27,2023-10-04 03:21:27,30.0
3349.0,Vincent,Rodgers,OTHER,M,2000-04-19,2023-10-04 05:02:05,2023-10-04 09:02:05,60.0
3756.0,Christopher,Kelly,lawyer,M,1977-11-30,2023-10-03 15:55:41,2023-10-03 20:55:41,240.0
4480.0,Renee,Greer,OTHER,F,2001-03-15,2023-10-04 05:22:26,2023-10-04 06:22:26,60.0
9197.0,Adam,Ferguson,software engineer,F,1984-09-19,2023-10-04 11:35:45,2023-10-04 12:35:45,30.0
5077.0,Darren,Mack,FEU,M,1999-12-27,2023-10-03 17:20:39,2023-10-03 22:20:39,180.0
2827.0,Steven,Miller,AdU,F,1999-02-17,2023-10-04 03:01:47,2023-10-04 06:01:47,60.0
4557.0,Walter,Anderson,BPO,M,1981-06-13,2023-10-04 07:13:05,2023-10-04 08:43:05,60.0
9531.0,Jennifer,Stewart,UST,M,2005-06-25,2023-10-04 07:21:05,2023-10-04 11:21:05,60.0
5900.0,Elizabeth,Barker,OTHER,F,2001-03-31,2023-10-03 17:59:21,2023-10-03 19:59:21,60.0
1168.0,Jessica,Ross,UST,M,2002-08-14,2023-10-04 13:56:51,2023-10-04 17:56:51,30.0
1282.0,Joyce,Trevino,UST,F,2003-04-10,2023-10-04 13:02:01,2023-10-04 16:02:01,150.0
4606.0,Gloria,Morales,software engineer,F,1997-05-25,2023-10-03 21:48:32,2023-10-04 02:48:32,60.0
9250.0,Charles,Hammond,BPO,F,1988-06-12,2023-10-04 14:07:34,2023-10-04 19:07:34,30.0
7693.0,Brian,Johnson,AdU,M,2001-11-04,2023-10-03 21:43:09,2023-10-04 03:43:09,90.0
7764.0,Megan,Roberts,OTHER,M,2004-03-19,2023-10-03 21:42:45,2023-10-04 01:42:45,90.0
4632.0,Timothy,Crawford,FEU,F,2006-04-04,2023-10-04 06:28:59,2023-10-04 10:28:59,30.0
3814.0,Taylor,Crane,OTHER,M,2000-03-12,2023-10-04 03:26:02,2023-10-04 07:26:02,210.0
3583.0,Vincent,Maldonado,UST,M,2003-12-31,2023-10-04 11:13:26,2023-10-04 15:13:26,210.0
8055.0,Wendy,Flores,BPO,M,1978-11-24,2023-10-03 22:03:56,2023-10-04 04:03:56,30.0
1612.0,Brian,Mendoza,management,F,1986-06-03,2023-10-04 13:14:53,2023-10-04 16:14:53,180.0
6982.0,Keith,Diaz,OTHER,M,2000-07-21,2023-10-04 15:29:40,2023-10-04 18:29:40,90.0
8899.0,Amber,Peters,TIP,F,1999-03-15,2023-10-03 18:53:19,2023-10-03 20:53:19,120.0
3477.0,David,Dominguez,UST,M,2003-12-12,2023-10-04 15:47:42,2023-10-04 16:47:42,30.0
7162.0,Abigail,Michael,BPO,M,1995-08-07,2023-10-03 21:04:59,2023-10-03 23:04:59,90.0
6388.0,Mark,Robinson,FEU,F,2006-02-21,2023-10-04 09:17:25,2023-10-04 12:17:25,150.0
5450.0,Rhonda,Weber,AdU,F,2008-07-19,2023-10-03 17:17:33,2023-10-03 20:17:33,30.0
4511.0,Joshua,Wilkerson,software engineer,F,1974-09-10,2023-10-04 08:34:50,2023-10-04 10:34:50,30.0
7320.0,Peter,Smith,OTHER,M,2007-10-16,2023-10-04 04:02:29,2023-10-04 08:02:29,30.0
8860.0,April,Wilson,AdU,M,2006-07-11,2023-10-04 12:51:22,2023-10-04 13:51:22,30.0
8713.0,Justin,Crawford,teacher,F,1986-06-18,2023-10-04 01:43:12,2023-10-04 04:43:12,180.0
5134.0,Matthew,Hamilton,BPO,M,1997-11-18,2023-10-04 08:37:52,2023-10-04 12:37:52,240.0
2565.0,Vincent,Wilson,UST,M,2008-09-03,2023-10-04 05:25:40,2023-10-04 10:25:40,150.0
4346.0,Tyler,Ross,OTHER,F,2000-05-13,2023-10-04 04:07:53,2023-10-04 05:37:53,30.0
9418.0,Robert,Clark,UST,F,2000-08-27,2023-10-03 18:49:11,2023-10-03 20:19:11,30.0
9473.0,Christina,Grant,UST,F,2003-03-15,2023-10-04 08:02:03,2023-10-04 11:02:03,30.0
8399.0,Karen,Cole,lawyer,F,1982-05-29,2023-10-03 22:58:07,2023-10-04 03:58:07,60.0
2860.0,Patrick,Garcia,AdU,M,2002-12-04,2023-10-04 10:18:42,2023-10-04 12:18:42,30.0
9656.0,Richard,Owens,OTHER,F,1999-01-16,2023-10-04 13:52:09,2023-10-04 18:52:09,30.0
8793.0,Rachel,Gonzales,software engineer,F,1981-08-09,2023-10-03 21:54:20,2023-10-03 23:24:20,90.0
6793.0,Micheal,Murphy,OTHER,F,2002-12-03,2023-10-04 07:10:41,2023-10-04 09:10:41,30.0
7781.0,Rachael,Cuevas,software engineer,F,1986-03-06,2023-10-04 13:26:04,2023-10-04 17:26:04,210.0
5659.0,Amanda,Wilson,FEU,M,1999-06-04,2023-10-04 15:00:55,2023-10-04 16:30:55,60.0
3394.0,Virginia,Curtis,BPO,M,1994-12-01,2023-10-04 09:45:02,2023-10-04 14:45:02,120.0
5791.0,Jack,Young,OTHER,F,2007-04-15,2023-10-04 04:56:38,2023-10-04 08:56:38,150.0
,,,teacher,M,1978-09-21,2023-10-04 01:32:19,2023-10-04 03:02:19,
8067.0,Charles,Middleton,BPO,F,1976-01-10,2023-10-04 11:17:52,2023-10-04 15:17:52,240.0
3306.0,Norma,Watson,UST,M,2006-11-05,2023-10-04 09:33:25,2023-10-04 13:33:25,180.0
5203.0,Erin,Moore,OTHER,M,2003-10-05,2023-10-04 05:29:00,2023-10-04 10:29:00,60.0
1396.0,Monica,Reyes,BPO,M,1976-03-01,2023-10-03 23:40:17,2023-10-04 00:40:17,60.0
1423.0,Jessica,Mckinney,nurse,M,1981-10-30,2023-10-04 02:38:21,2023-10-04 05:38:21,30.0
7803.0,Angela,Walker,AdU,F,2001-08-28,2023-10-03 23:19:16,2023-10-04 01:19:16,120.0
1685.0,Jeffery,Cox,UST,M,2006-11-18,2023-10-04 05:57:17,2023-10-04 07:57:17,30.0
9159.0,Erin,Johnson,teacher,M,1984-08-08,2023-10-03 19:37:44,2023-10-04 01:37:44,30.0
6215.0,Kayla,Martin,BPO,F,1994-06-08,2023-10-03 23:56:41,2023-10-04 02:56:41,30.0
1027.0,Kimberly,Rogers,doctor,M,1986-09-14,2023-10-04 11:29:34,2023-10-04 15:29:34,150.0
5205.0,Chris,Harper,OTHER,M,2000-10-13,2023-10-04 04:56:24,2023-10-04 07:56:24,30.0
4333.0,Peter,Carey,BPO,M,1989-02-18,2023-10-04 03:39:50,2023-10-04 05:09:50,60.0
5389.0,Michael,Lopez,OTHER,M,2007-03-25,2023-10-04 03:09:52,2023-10-04 05:09:52,120.0
8236.0,Mary,Nelson,teacher,F,1976-09-21,2023-10-03 21:53:21,2023-10-04 02:53:21,60.0
1877.0,Amanda,Rogers,FEU,F,2005-05-26,2023-10-03 23:39:01,2023-10-04 02:39:01,90.0
3735.0,Jasmine,Dillon,BPO,M,1994-11-03,2023-10-03 23:13:21,2023-10-04 00:43:21,30.0
9670.0,Roy,Smith,UST,M,2003-01-03,2023-10-04 04:22:02,2023-10-04 08:22:02,60.0
6923.0,Donald,Rose,lawyer,F,1982-04-22,2023-10-04 02:13:47,2023-10-04 06:13:47,180.0
9885.0,Jacqueline,King,AdU,F,2002-02-11,2023-10-03 21:47:31,2023-10-04 01:47:31,30.0
6616.0,Christine,Johns,influencer,M,1986-07-15,2023-10-04 14:29:59,2023-10-04 17:29:59,60.0
7408.0,Christy,Gonzalez,BPO,M,1994-03-15,2023-10-04 03:16:43,2023-10-04 07:16:43,150.0
6222.0,Tyler,Carter,UST,F,2000-01-26,2023-10-03 17:53:05,2023-10-03 22:53:05,30.0
1838.0,Victor,Weiss,UST,F,2002-07-29,2023-10-03 18:38:27,2023-10-03 20:38:27,90.0
4020.0,Daniel,Knight,BPO,M,1977-04-27,2023-10-03 19:04:56,2023-10-04 01:04:56,240.0
,,,management,M,1973-10-26,2023-10-04 14:56:29,2023-10-04 15:56:29,
1164.0,Carly,Brown,OTHER,M,2004-12-17,2023-10-04 03:02:48,2023-10-04 04:32:48,90.0
6832.0,Monique,Ray,TIP,F,2002-12-14,2023-10-03 21:57:24,2023-10-04 01:57:24,120.0
3347.0,Tyler,Ramos,AdU,F,2001-12-28,2023-10-03 21:29:48,2023-10-03 22:59:48,90.0
6916.0,Margaret,Davis,UST,F,2000-04-03,2023-10-03 17:57:53,2023-10-03 18:57:53,30.0
6425.0,Jacob,Wallace,OTHER,M,2002-08-31,2023-10-03 21:08:39,2023-10-04 01:08:39,90.0
3241.0,Carrie,Boone,UST,M,2000-02-27,2023-10-03 23:01:15,2023-10-04 01:01:15,30.0
,,,FEU,F,2007-02-10,2023-10-04 03:40:34,2023-10-04 06:40:34,
9675.0,David,Chen,BPO,F,1980-03-24,2023-10-04 05:32:52,2023-10-04 09:32:52,30.0
5973.0,Jennifer,Henry,BPO,M,1996-04-25,2023-10-04 04:46:27,2023-10-04 05:46:27,30.0
